ligand,receptor,species
Gnai2,Cxcr1,Mouse
Gnai2,Cxcr2,Mouse
Gnai2,Drd2,Mouse
Gnai2,Ednra,Mouse
Gnai2,Egfr,Mouse
Gnai2,F2r,Mouse
Gnai2,Fpr1,Mouse
Gnai2,Igf1r,Mouse
Gnai2,Lhcgr,Mouse
Gnai2,Lpar3,Mouse
Gnai2,Mtnr1a,Mouse
Gnai2,Mtnr1b,Mouse
Gnai2,Oprd1,Mouse
Gnai2,Oprm1,Mouse
Gnai2,P2ry12,Mouse
Gnai2,Tbxa2r,Mouse
Gnai2,Tshr,Mouse
Gnas,Adora1,Mouse
Gnas,Adrb3,Mouse
Gnas,Avpr2,Mouse
Gnas,Crhr1,Mouse
Gnas,Gcgr,Mouse
Gnas,Htr6,Mouse
Gnas,Lhcgr,Mouse
Gnas,Ptgir,Mouse
Gnas,Tshr,Mouse
Gnas,Vipr1,Mouse
Gnb3,Tgfbr1,Mouse
Gnrh1,Gnrhr,Mouse
Gpc3,Igf1r,Mouse
Gpha2,Tshr,Mouse
Gpi1,Amfr,Mouse
Grp,Brs3,Mouse
Grp,Grpr,Mouse
Grp,Nmbr,Mouse
Gstp1,Traf2,Mouse
Gstp2,Traf2,Mouse
Gstp3,Traf2,Mouse
Guca2a,Gucy2c,Mouse
Guca2b,Gucy2c,Mouse
Guca2b,Gucy2e,Mouse
Gzme,Chrm3,Mouse
Gzme,Igf2r,Mouse
H2-Bl,Aplp2,Mouse
H2-Bl,Erbb2,Mouse
H2-Bl,Kir3dl1,Mouse
H2-Bl,Kir3dl2,Mouse
H2-D1,Aplp2,Mouse
H2-D1,Erbb2,Mouse
H2-D1,Kir3dl1,Mouse
H2-D1,Kir3dl2,Mouse
H2-K1,Aplp2,Mouse
H2-K1,Erbb2,Mouse
H2-K1,Kir3dl1,Mouse
H2-K1,Kir3dl2,Mouse
H2-M3,Klrc1,Mouse
H2-M3,Klrd1,Mouse
H2-Q1,Aplp2,Mouse
H2-Q1,Erbb2,Mouse
H2-Q1,Kir3dl1,Mouse
H2-Q1,Kir3dl2,Mouse
H2-Q10,Aplp2,Mouse
H2-Q10,Erbb2,Mouse
H2-Q10,Kir3dl1,Mouse
H2-Q10,Kir3dl2,Mouse
H2-Q2,Aplp2,Mouse
H2-Q2,Erbb2,Mouse
H2-Q2,Kir3dl1,Mouse
H2-Q2,Kir3dl2,Mouse
H2-Q4,Aplp2,Mouse
H2-Q4,Erbb2,Mouse
H2-Q4,Kir3dl1,Mouse
H2-Q4,Kir3dl2,Mouse
H2-Q6,Aplp2,Mouse
H2-Q6,Erbb2,Mouse
H2-Q6,Kir3dl1,Mouse
H2-Q6,Kir3dl2,Mouse
H2-Q7,Aplp2,Mouse
H2-Q7,Erbb2,Mouse
H2-Q7,Kir3dl1,Mouse
H2-Q7,Kir3dl2,Mouse
H2-T-ps,Klrc1,Mouse
H2-T-ps,Klrc2,Mouse
H2-T-ps,Klrd1,Mouse
H2-T23,Klrc1,Mouse
H2-T23,Klrc2,Mouse
H2-T23,Klrd1,Mouse
Has2,Cd44,Mouse
Has2,Hmmr,Mouse
Hbegf,Cd44,Mouse
Hbegf,Egfr,Mouse
Hbegf,Erbb2,Mouse
Hbegf,Erbb4,Mouse
Hc,C5ar1,Mouse
Hc,C5ar2,Mouse
Hcrt,Hcrtr1,Mouse
Hcrt,Hcrtr2,Mouse
Hcrt,Npffr2,Mouse
Hebp1,Fpr3,Mouse
Hgf,Cd44,Mouse
Hgf,Met,Mouse
Hgf,Sdc1,Mouse
Hgf,Sdc2,Mouse
Hmgb1,Sdc1,Mouse
Hmgb1,Thbd,Mouse
Hp,Itgam,Mouse
Hp,Itgb2,Mouse
Hras,Agtr1b,Mouse
Hras,Cav1,Mouse
Hras,Grin2d,Mouse
Hras,Insr,Mouse
Hras,Tlr2,Mouse
Hras,Tlr9,Mouse
Hrg,Fcgr1,Mouse
Hsp90aa1,Cftr,Mouse
Hsp90aa1,Egfr,Mouse
Hsp90aa1,Fgfr3,Mouse
Hspg2,Col13a1,Mouse
Hspg2,Itga2,Mouse
Hspg2,Itgb1,Mouse
Hspg2,Ptprs,Mouse
Iapp,Calcr,Mouse
Iapp,Ramp1,Mouse
Iapp,Ramp2,Mouse
Icam1,Egfr,Mouse
Icam1,Il2ra,Mouse
Icam1,Il2rg,Mouse
Icam1,Itgal,Mouse
Icam1,Itgam,Mouse
Icam1,Itgax,Mouse
Icam1,Itgb2,Mouse
Icam2,Itgal,Mouse
Icam2,Itgam,Mouse
Icam2,Itgb2,Mouse
Icam4,Itga2b,Mouse
Icam4,Itga4,Mouse
Icam4,Itgal,Mouse
Icam4,Itgam,Mouse
Icam4,Itgav,Mouse
Icam4,Itgb1,Mouse
Icam4,Itgb2,Mouse
Icam4,Itgb3,Mouse
Icam4,Rhag,Mouse
Icam5,Itgal,Mouse
Icam5,Itgb2,Mouse
Icosl,Cd28,Mouse
Icosl,Ctla4,Mouse
Icosl,Icos,Mouse
Ifna1,Ifnar1,Mouse
Ifna1,Ifnar2,Mouse
Ifna11,Ifnar1,Mouse
Ifna11,Ifnar2,Mouse
Ifna12,Ifnar1,Mouse
Ifna12,Ifnar2,Mouse
Ifna13,Ifnar1,Mouse
Ifna13,Ifnar2,Mouse
Ifna14,Ifnar1,Mouse
Ifna14,Ifnar2,Mouse
Ifna15,Ifnar1,Mouse
Ifna15,Ifnar2,Mouse
Ifna16,Ifnar1,Mouse
Ifna16,Ifnar2,Mouse
Ifna2,Ifnar1,Mouse
Ifna2,Ifnar2,Mouse
Ifna5,Ifnar1,Mouse
Ifna5,Ifnar2,Mouse
Ifna6,Ifnar1,Mouse
Ifna6,Ifnar2,Mouse
Ifna7,Ifnar1,Mouse
Ifna7,Ifnar2,Mouse
Ifna9,Ifnar1,Mouse
Ifna9,Ifnar2,Mouse
Ifnab,Ifnar1,Mouse
Ifnab,Ifnar2,Mouse
Ifnb1,Ifnar1,Mouse
Ifnb1,Ifnar2,Mouse
Ifng,Ifngr1,Mouse
Ifng,Ifngr2,Mouse
Ifnl2,Ifnlr1,Mouse
Ifnl2,Il10rb,Mouse
Ifnl3,Ifnlr1,Mouse
Ifnl3,Il10rb,Mouse
Igf1,Igf1r,Mouse
Igf2,Igf1r,Mouse
Igf2,Igf2r,Mouse
Igf2,Insr,Mouse
Igfbp4,Fzd8,Mouse
Igfbp4,Lrp6,Mouse
Ihh,Boc,Mouse
Ihh,Cdon,Mouse
Ihh,Hhip,Mouse
Ihh,Ptch1,Mouse
Ihh,Ptch2,Mouse
Il10,Il10ra,Mouse
Il10,Il10rb,Mouse
Il11,Gm13305,Mouse
Il11,Il11ra1,Mouse
Il11,Il11ra2,Mouse
Il11,Il6st,Mouse
Il12a,Cd28,Mouse
Il12a,Il12rb1,Mouse
Il12a,Il12rb2,Mouse
Il12b,Il12rb1,Mouse
Il12b,Il12rb2,Mouse
Il12b,Il23r,Mouse
Il13,Il13ra1,Mouse
Il13,Il13ra2,Mouse
Il13,Il2rg,Mouse
Il13,Il4ra,Mouse
Il15,Il15ra,Mouse
Il15,Il2ra,Mouse
Il15,Il2rb,Mouse
Il15,Il2rg,Mouse
Il16,Cd4,Mouse
Il16,Grin2c,Mouse
Il16,Grin2d,Mouse
Il16,Kcna3,Mouse
Il16,Kcnd1,Mouse
Il16,Kcnd2,Mouse
Il16,Kcnj10,Mouse
Il16,Kcnj15,Mouse
Il17a,Il17ra,Mouse
Il17a,Il17rc,Mouse
Il17b,Il17rb,Mouse
Il17f,Il17ra,Mouse
Il18,Il18r1,Mouse
Il18,Il18rap,Mouse
Il18,Il1rl2,Mouse
Il19,Il20ra,Mouse
Il19,Il20rb,Mouse
Il1a,Il1r1,Mouse
Il1a,Il1r2,Mouse
Il1a,Il1rap,Mouse
Il1b,Adrb2,Mouse
Il1b,Il1r1,Mouse
Il1b,Il1r2,Mouse
Il1b,Il1rap,Mouse
Il1f10,Il1r1,Mouse
Il1rn,Il1r1,Mouse
Il1rn,Il1r2,Mouse
Il2,Il2ra,Mouse
Il2,Il2rb,Mouse
Il2,Il2rg,Mouse
Il2,Ngfr,Mouse
Il20,Il20ra,Mouse
Il20,Il20rb,Mouse
Il20,Il22ra1,Mouse
Il21,Il21r,Mouse
Il21,Il2rg,Mouse
Il22,Il10ra,Mouse
Il22,Il10rb,Mouse
Il22,Il22ra1,Mouse
Il22,Il22ra2,Mouse
Il23a,Il12rb1,Mouse
Il23a,Il23r,Mouse
Il24,Il20ra,Mouse
Il24,Il20rb,Mouse
Il24,Il22ra1,Mouse
Il25,Il17rb,Mouse
Il27,Il27ra,Mouse
Il3,Csf2rb,Mouse
Il3,Csf2rb2,Mouse
Il3,Il3ra,Mouse
Il31,Osmr,Mouse
Il33,Il1rl1,Mouse
Il34,Csf1r,Mouse
Il4,Il13ra1,Mouse
Il4,Il13ra2,Mouse
Il4,Il2rg,Mouse
Il4,Il4ra,Mouse
Il5,Csf2rb,Mouse
Il5,Csf2rb2,Mouse
Il5,Il5ra,Mouse
Il6,Il6ra,Mouse
Il6,Il6st,Mouse
Il7,Il2rg,Mouse
Il7,Il7r,Mouse
Il9,Il2rg,Mouse
Il9,Il9r,Mouse
Iltifb,Il10ra,Mouse
Iltifb,Il10rb,Mouse
Iltifb,Il22ra1,Mouse
Iltifb,Il22ra2,Mouse
Inha,Acvr2a,Mouse
Inhba,Acvr1,Mouse
Inhba,Acvr1b,Mouse
Inhba,Acvr2a,Mouse
Inhba,Acvr2b,Mouse
Inhba,Bambi,Mouse
Inhbb,Acvr1,Mouse
Inhbb,Acvr1b,Mouse
Inhbb,Acvr1c,Mouse
Inhbb,Acvr2a,Mouse
Inhbb,Acvr2b,Mouse
Inhbc,Acvr1,Mouse
Inhbc,Acvr1b,Mouse
Inhbc,Acvr2a,Mouse
Inhbc,Acvr2b,Mouse
Ins2,Igf1r,Mouse
Ins2,Insr,Mouse
Insl3,Rxfp2,Mouse
Insl5,Rxfp3,Mouse
Insl5,Rxfp4,Mouse
Itgb3bp,Itgb3,Mouse
Itgb3bp,Itgb5,Mouse
Itih2,Fcer1a,Mouse
Jag1,Notch1,Mouse
Jag1,Notch2,Mouse
Jag1,Notch3,Mouse
Jag1,Notch4,Mouse
Jag2,Notch1,Mouse
Jag2,Notch2,Mouse
Jag2,Notch3,Mouse
Kiss1,Kiss1r,Mouse
Kiss1,Mmp24,Mouse
Kitl,Epor,Mouse
Kitl,Kit,Mouse
Kng1,Bdkrb1,Mouse
Kng1,Bdkrb2,Mouse
Kng1,Gp1ba,Mouse
Kng1,Itgb2,Mouse
Kng1,Plaur,Mouse
Kng1,Rxfp4,Mouse
Kng2,Bdkrb1,Mouse
Kng2,Bdkrb2,Mouse
Kng2,Gp1ba,Mouse
Kng2,Itgb2,Mouse
Kng2,Plaur,Mouse
Kng2,Rxfp4,Mouse
L1cam,Egfr,Mouse
L1cam,Erbb2,Mouse
L1cam,Erbb3,Mouse
L1cam,Itga5,Mouse
L1cam,Itgav,Mouse
Lama1,Itga1,Mouse
Lama1,Itga2,Mouse
Lama1,Itga7,Mouse
Lama1,Itgb1,Mouse
Lama1,Itgb8,Mouse
Lama1,Nt5e,Mouse
Lama1,Rpsa,Mouse
Lama1,Tmprss6,Mouse
Lama2,Itga7,Mouse
Lama2,Itgb1,Mouse
Lama2,Rpsa,Mouse
Lama3,Sdc2,Mouse
Lamb1,Itga6,Mouse
Lamb1,Itgb1,Mouse
Lamb2,Rpsa,Mouse
Lamc2,Itga3,Mouse
Lamc2,Itga6,Mouse
Lamc2,Itgb1,Mouse
Lamc2,Itgb4,Mouse
Lefty2,Acvr2b,Mouse
Lep,Lepr,Mouse
Lgals3bp,Itgb1,Mouse
Lhb,Lhcgr,Mouse
Lif,Il6st,Mouse
Lif,Lifr,Mouse
Lin7c,Abca1,Mouse
Lin7c,Htr2c,Mouse
Lipc,Lrp1,Mouse
Liph,Lpar1,Mouse
Liph,Lpar2,Mouse
Liph,Lpar4,Mouse
Lpl,Gpihbp1,Mouse
Lpl,Lrp1,Mouse
Lpl,Sdc1,Mouse
Lpl,Vldlr,Mouse
Lrp1b,Plaur,Mouse
Lrpap1,Ldlr,Mouse
Lrpap1,Lrp1,Mouse
Lrpap1,Sort1,Mouse
Lrpap1,Vldlr,Mouse
Lta,Ltbr,Mouse
Lta,Tnfrsf14,Mouse
Lta,Tnfrsf1a,Mouse
Lta,Tnfrsf1b,Mouse
Ltb,Cd40,Mouse
Ltb,Ltbr,Mouse
Ltb,Tnfrsf1a,Mouse
Ltbp1,Itgb5,Mouse
Ltbp3,Itgb5,Mouse
Ltf,Lrp1,Mouse
Ly86,Cd180,Mouse
Madcam1,Cd44,Mouse
Madcam1,Itga4,Mouse
Madcam1,Itgb7,Mouse
Matn1,Itga1,Mouse
Matn1,Itgb1,Mouse
Mbl2,Calcr,Mouse
Mdk,Alk,Mouse
Mdk,Lrp1,Mouse
Mdk,Ptprz1,Mouse
Mdk,Sdc1,Mouse
Mdk,Sdc3,Mouse
Mdk,Sdc4,Mouse
Mfap2,Notch1,Mouse
Mfap5,Notch1,Mouse
Mfge8,Itgav,Mouse
Mfge8,Itgb3,Mouse
Mfge8,Pdgfrb,Mouse
Mfng,Notch1,Mouse
Mfng,Notch2,Mouse
Mmp12,Plaur,Mouse
Mmp13,Lrp1,Mouse
Mmp1a,Cd44,Mouse
Mmp1a,Itga2,Mouse
Mmp1b,Cd44,Mouse
Mmp1b,Itga2,Mouse
Mmp2,Sdc2,Mouse
Mmp7,Cd44,Mouse
Mmp7,Erbb4,Mouse
Mmp9,Cd44,Mouse
Mmp9,Ephb2,Mouse
Mmp9,Lrp1,Mouse
Mst1,Mst1r,Mouse
Mstn,Acvr2b,Mouse
Myoc,Fzd1,Mouse
Myoc,Fzd10,Mouse
Myoc,Fzd3,Mouse
Myoc,Fzd4,Mouse
Myoc,Fzd7,Mouse
Nampt,Insr,Mouse
Ncam1,Fgfr1,Mouse
Ncam1,Gfra1,Mouse
Ncam1,Robo1,Mouse
Ncam1,Robo3,Mouse
Ndp,Fzd4,Mouse
Ngf,Ngfr,Mouse
Ngf,Ntrk1,Mouse
Ngf,Sort1,Mouse
Nid1,Col13a1,Mouse
Nid1,Itgav,Mouse
Nid1,Itgb3,Mouse
Nid1,Ptprf,Mouse
Nid2,Col13a1,Mouse
Nlgn1,Nrxn1,Mouse
Nlgn1,Nrxn2,Mouse
Nlgn1,Nrxn3,Mouse
Nlgn2,Nrxn1,Mouse
Nlgn2,Nrxn2,Mouse
Nlgn2,Nrxn3,Mouse
Nlgn3,Nrxn1,Mouse
Nlgn3,Nrxn2,Mouse
Nlgn3,Nrxn3,Mouse
Nmb,Brs3,Mouse
Nmb,Grpr,Mouse
Nmb,Nmbr,Mouse
Nms,Nmur1,Mouse
Nms,Nmur2,Mouse
Nmu,Nmur1,Mouse
Nmu,Nmur2,Mouse
Nodal,Acvr1b,Mouse
Nodal,Acvr1c,Mouse
Nodal,Acvr2a,Mouse
Nodal,Acvr2b,Mouse
Npff,Npffr1,Mouse
Npff,Npffr2,Mouse
Npnt,Itga8,Mouse
Npnt,Itgb1,Mouse
Nppa,Npr1,Mouse
Nppb,Npr1,Mouse
Nppb,Npr2,Mouse
Nppc,Npr2,Mouse
Nps,Npsr1,Mouse
Npvf,Npffr1,Mouse
Npvf,Npffr2,Mouse
Npy,Npffr2,Mouse
Npy,Npy1r,Mouse
Nrg1,Erbb2,Mouse
Nrg1,Erbb3,Mouse
Nrg1,Erbb4,Mouse
Nrg2,Erbb3,Mouse
Nrg2,Erbb4,Mouse
Nrg3,Erbb4,Mouse
Nrg4,Erbb4,Mouse
Nrtn,Gfra1,Mouse
Nrtn,Gfra2,Mouse
Nrtn,Ret,Mouse
Ntf3,Ngfr,Mouse
Ntf3,Ntrk1,Mouse
Ntf3,Ntrk2,Mouse
Ntf3,Ntrk3,Mouse
Ntf5,Ngfr,Mouse
Ntf5,Ntrk1,Mouse
Ntf5,Ntrk2,Mouse
Ntn1,Adora2b,Mouse
Ntn1,Dcc,Mouse
Ntn1,Neo1,Mouse
Ntn1,Unc5a,Mouse
Ntn1,Unc5b,Mouse
Ntn1,Unc5c,Mouse
Ntn1,Unc5d,Mouse
Ntn3,Cdon,Mouse
Ntn3,Neo1,Mouse
Ntn4,Dcc,Mouse
Ntn4,Unc5a,Mouse
Nts,Ntsr1,Mouse
Nts,Ntsr2,Mouse
Nts,Sort1,Mouse
Nxph1,Nrxn1,Mouse
Nxph1,Nrxn2,Mouse
Nxph1,Nrxn3,Mouse
Nxph2,Nrxn1,Mouse
Nxph3,Nrxn1,Mouse
Nxph3,Nrxn2,Mouse
Nxph3,Nrxn3,Mouse
Olfm2,Robo2,Mouse
Omg,Tnfrsf1b,Mouse
Osm,Il6st,Mouse
Osm,Lifr,Mouse
Osm,Osmr,Mouse
Oxt,Avpr1a,Mouse
Oxt,Avpr1b,Mouse
Oxt,Avpr2,Mouse
Oxt,Oxtr,Mouse
Pcsk9,Vldlr,Mouse
Pdap1,Pdgfrb,Mouse
Pdcd1lg2,Pdcd1,Mouse
Pdcd1lg2,Rgmb,Mouse
Pdgfa,Pdgfra,Mouse
Pdgfb,Lrp1,Mouse
Pdgfb,Pdgfra,Mouse
Pdgfb,Pdgfrb,Mouse
Pdgfc,Flt4,Mouse
Pdgfc,Kdr,Mouse
Pdgfc,Pdgfra,Mouse
Pdgfd,Pdgfrb,Mouse
Pdyn,Oprd1,Mouse
Pdyn,Oprk1,Mouse
Pdyn,Oprm1,Mouse
Penk,Oprd1,Mouse
Penk,Oprm1,Mouse
Pf4,Cxcr3,Mouse
Pf4,Fgfr2,Mouse
Pf4,Ldlr,Mouse
Pf4,Sdc2,Mouse
Pf4,Thbd,Mouse
Pgf,Flt1,Mouse
Pgf,Nrp1,Mouse
Pigf,Flt1,Mouse
Pip,Cd4,Mouse
Pla2g10,Pla2r1,Mouse
Plat,Lrp1,Mouse
Plau,Igf2r,Mouse
Plau,Lrp1,Mouse
Plau,Plaur,Mouse
Plg,F2r,Mouse
Plg,F2rl1,Mouse
Plg,Itga9,Mouse
Plg,Itgb1,Mouse
Pltp,Abca1,Mouse
Pmch,Mchr1,Mouse
Pomc,Mc1r,Mouse
Pomc,Mc2r,Mouse
Pomc,Oprd1,Mouse
Pomc,Oprk1,Mouse
Pomc,Oprm1,Mouse
Pon2,Htr2a,Mouse
Ppbp,Cxcr1,Mouse
Ppbp,Cxcr2,Mouse
Prl,Prlr,Mouse
Prnd,Rpsa,Mouse
Proc,Thbd,Mouse
Prok1,Prokr1,Mouse
Prok1,Prokr2,Mouse
Prok2,Prokr1,Mouse
Prok2,Prokr2,Mouse
Pros1,Axl,Mouse
Psap,Lrp1,Mouse
Psen1,Ncstn,Mouse
Psen1,Notch1,Mouse
Psen1,Notch2,Mouse
Psen1,Notch3,Mouse
Psen1,Notch4,Mouse
Pspn,Gfra1,Mouse
Pspn,Gfra4,Mouse
Pspn,Ret,Mouse
Ptdss1,Jmjd6,Mouse
Ptgs2,Cav1,Mouse
Pth,Pth1r,Mouse
Pth2,Pth1r,Mouse
Pthlh,Pth1r,Mouse
Ptma,Vipr1,Mouse
Ptn,Alk,Mouse
Ptn,Plxnb2,Mouse
Ptn,Ptprb,Mouse
Ptn,Ptprs,Mouse
Ptn,Ptprz1,Mouse
Ptn,Sdc1,Mouse
Ptn,Sdc3,Mouse
Pyy,Npy1r,Mouse
Qrfp,Qrfpr,Mouse
Rbp3,Notch1,Mouse
Reln,Itga3,Mouse
Reln,Itgb1,Mouse
Reln,Vldlr,Mouse
Rgma,Neo1,Mouse
Rgmb,Neo1,Mouse
Rims1,Cacna1c,Mouse
Rims2,Abca1,Mouse
Rln1,Rxfp1,Mouse
Rln1,Rxfp2,Mouse
Rln3,Rxfp1,Mouse
Rln3,Rxfp2,Mouse
Rln3,Rxfp3,Mouse
Rln3,Rxfp4,Mouse
Rnase2a,Tlr2,Mouse
Rnase2b,Tlr2,Mouse
Rph3a,Nrxn1,Mouse
Rps19,C5ar1,Mouse
Rspo1,Lrp6,Mouse
Rspo1,Znrf3,Mouse
Rspo3,Fzd8,Mouse
Rspo3,Lrp6,Mouse
Rspo3,Sdc4,Mouse
S100a8,Tlr4,Mouse
S100a9,Tlr4,Mouse
Saa1,Fpr1,Mouse
Saa1,Fpr2,Mouse
Saa2,Fpr1,Mouse
Saa2,Fpr2,Mouse
Sct,Sctr,Mouse
Sct,Vipr1,Mouse
Sct,Vipr2,Mouse
Selplg,Sele,Mouse
Sema3a,Nrp1,Mouse
Sema3a,Plxna1,Mouse
Sema3a,Plxna2,Mouse
Sema3a,Plxna4,Mouse
Sema3b,Nrp1,Mouse
Sema3c,Nrp1,Mouse
Sema3c,Plxnd1,Mouse
Sema3d,Nrp1,Mouse
Sema3e,Plxnd1,Mouse
Sema3f,Nrp1,Mouse
Sema3f,Plxna3,Mouse
Sema4a,Plxnd1,Mouse
Sema4c,Plxnb2,Mouse
Sema4d,Erbb2,Mouse
Sema4d,Met,Mouse
Sema4d,Plxnb1,Mouse
Sema4d,Plxnb2,Mouse
Sema4g,Plxnb2,Mouse
Sema5a,Met,Mouse
Sema5a,Plxnb3,Mouse
Sema6a,Plxna2,Mouse
Sema6a,Plxna4,Mouse
Sema6d,Kdr,Mouse
Sema6d,Plxna1,Mouse
Sema6d,Trem2,Mouse
Sema6d,Tyrobp,Mouse
Sema7a,Itga1,Mouse
Sema7a,Itgb1,Mouse
Sema7a,Plxnc1,Mouse
Serpina1a,Lrp1,Mouse
Serpina1b,Lrp1,Mouse
Serpina1c,Lrp1,Mouse
Serpina1d,Lrp1,Mouse
Serpina1e,Lrp1,Mouse
Serpinc1,Lrp1,Mouse
Serpinc1,Sdc2,Mouse
Serpine1,Lrp1,Mouse
Serpine2,Lrp1,Mouse
Serping1,Lrp1,Mouse
Serping1,Sele,Mouse
Sfrp1,Fzd2,Mouse
Sfrp1,Fzd6,Mouse
Sftpa1,Tlr2,Mouse
Shank1,Abca1,Mouse
Shank1,Sstr2,Mouse
Shbg,Cldn4,Mouse
Shbg,Slc37a1,Mouse
Shh,Boc,Mouse
Shh,Cdon,Mouse
Shh,Gpc5,Mouse
Shh,Hhip,Mouse
Shh,Ptch1,Mouse
Shh,Ptch2,Mouse
Shh,Smo,Mouse
Slit1,Gpc1,Mouse
Slit1,Robo1,Mouse
Slit1,Sdc1,Mouse
Slit2,Gpc1,Mouse
Slit2,Robo1,Mouse
Slit2,Robo2,Mouse
Slit2,Sdc1,Mouse
Slit3,Robo2,Mouse
Sorbs1,Insr,Mouse
Sost,Lrp5,Mouse
Sost,Lrp6,Mouse
Spink1,Egfr,Mouse
Spp1,Cd44,Mouse
Spp1,Itga4,Mouse
Spp1,Itga5,Mouse
Spp1,Itga9,Mouse
Spp1,Itgav,Mouse
Spp1,Itgb1,Mouse
Spp1,S1pr1,Mouse
Sst,Sstr1,Mouse
Sst,Sstr2,Mouse
Sst,Sstr3,Mouse
Sst,Sstr5,Mouse
Sytl3,Nrxn1,Mouse
Tac1,Tacr1,Mouse
Tac1,Tacr2,Mouse
Tac1,Tacr3,Mouse
Tac2,Tacr1,Mouse
Tac2,Tacr2,Mouse
Tac2,Tacr3,Mouse
Tac4,Tacr1,Mouse
Tac4,Tacr2,Mouse
Tac4,Tacr3,Mouse
Tctn1,Tmem67,Mouse
Tdgf1,Acvr1b,Mouse
Tdgf1,Acvr1c,Mouse
Tdgf1,Acvr2a,Mouse
Tfpi,Lrp1,Mouse
Tfpi,Vldlr,Mouse
Tgfa,Egfr,Mouse
Tgfa,Erbb2,Mouse
Tgfa,Erbb4,Mouse
Tgfb1,Acvrl1,Mouse
Tgfb1,Itgav,Mouse
Tgfb1,Itgb6,Mouse
Tgfb1,Itgb8,Mouse
Tgfb1,Sdc2,Mouse
Tgfb1,Tgfbr1,Mouse
Tgfb1,Tgfbr2,Mouse
Tgfb2,Tgfbr1,Mouse
Tgfb2,Tgfbr2,Mouse
Tgfb3,Acvrl1,Mouse
Tgfb3,Tgfbr1,Mouse
Tgfb3,Tgfbr2,Mouse
Tgm2,Itgb1,Mouse
Tgm2,Itgb3,Mouse
Tgm2,Sdc4,Mouse
Thbs1,Cd36,Mouse
Thbs1,Cd47,Mouse
Thbs1,Itga2b,Mouse
Thbs1,Itga3,Mouse
Thbs1,Itga4,Mouse
Thbs1,Itga6,Mouse
Thbs1,Itgb1,Mouse
Thbs1,Itgb3,Mouse
Thbs1,Lrp1,Mouse
Thbs1,Lrp5,Mouse
Thbs1,Sdc1,Mouse
Thbs1,Tnfrsf11b,Mouse
Thbs2,Cd47,Mouse
Thbs2,Itga4,Mouse
Thbs2,Itga6,Mouse
Thbs2,Itgb1,Mouse
Thbs2,Notch3,Mouse
Thpo,Mpl,Mouse
Timp2,Itga3,Mouse
Timp2,Itgb1,Mouse
Timp3,Agtr2,Mouse
Timp3,Kdr,Mouse
Tnc,Egfr,Mouse
Tnc,Itga5,Mouse
Tnc,Itga7,Mouse
Tnc,Itgb1,Mouse
Tnc,Ptprb,Mouse
Tnf,Tnfrsf1a,Mouse
Tnf,Tnfrsf1b,Mouse
Tnf,Traf2,Mouse
Tnfsf10,Tnfrsf10b,Mouse
Tnfsf10,Tnfrsf11b,Mouse
Tnfsf11,Tnfrsf11a,Mouse
Tnfsf11,Tnfrsf11b,Mouse
Tnfsf12,Tnfrsf12a,Mouse
Tnfsf13,Fas,Mouse
Tnfsf13,Sdc2,Mouse
Tnfsf13,Tnfrsf11b,Mouse
Tnfsf13,Tnfrsf14,Mouse
Tnfsf13,Tnfrsf1a,Mouse
Tnfsf13b,Tnfrsf13c,Mouse
Tnfsf14,Ltbr,Mouse
Tnfsf14,Tnfrsf14,Mouse
Tnfsf4,Traf2,Mouse
Tnfsf9,Traf2,Mouse
Trf,Tfrc,Mouse
Trh,Trhr,Mouse
Tshb,Tshr,Mouse
Tslp,Il7r,Mouse
Ucn,Crhr1,Mouse
Ucn,Crhr2,Mouse
Ucn2,Crhr1,Mouse
Ucn2,Crhr2,Mouse
Ucn2,Il10rb,Mouse
Ucn3,Crhr1,Mouse
Ucn3,Crhr2,Mouse
Ucn3,Il10rb,Mouse
Ulbp1,Klrk1,Mouse
Uts2,Uts2r,Mouse
Uts2b,Uts2r,Mouse
Vasp,Cxcr2,Mouse
Vcam1,Itga4,Mouse
Vcam1,Itgad,Mouse
Vcam1,Itgb1,Mouse
Vcam1,Itgb2,Mouse
Vcam1,Itgb7,Mouse
Vcan,Cd44,Mouse
Vcan,Egfr,Mouse
Vcan,Itga4,Mouse
Vcan,Itgb1,Mouse
Vcan,Tlr2,Mouse
Vegfa,Ephb2,Mouse
Vegfa,Flt1,Mouse
Vegfa,Gpc1,Mouse
Vegfa,Kdr,Mouse
Vegfa,Nrp1,Mouse
Vegfb,Flt1,Mouse
Vegfb,Nrp1,Mouse
Vegfc,Flt4,Mouse
Vegfc,Kdr,Mouse
Vegfc,Vipr2,Mouse
Vim,Cd44,Mouse
Vip,Adcyap1r1,Mouse
Vip,Sctr,Mouse
Vip,Vipr1,Mouse
Vip,Vipr2,Mouse
Vtn,Itga5,Mouse
Vtn,Itga8,Mouse
Vtn,Itgav,Mouse
Vtn,Itgb3,Mouse
Vtn,Itgb6,Mouse
Vtn,Itgb8,Mouse
Vtn,Plaur,Mouse
Vtn,Tnfrsf11b,Mouse
Vwf,Gp1ba,Mouse
Vwf,Itga2b,Mouse
Vwf,Tnfrsf11b,Mouse
Wnt1,Fzd3,Mouse
Wnt1,Fzd8,Mouse
Wnt1,Fzd9,Mouse
Wnt1,Lrp5,Mouse
Wnt1,Lrp6,Mouse
Wnt1,Ryk,Mouse
Wnt11,Fzd7,Mouse
Wnt2,Fzd1,Mouse
